,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
3432,21,3,116234,15,10,4,6,1,4,1,0,0,44,38,0
20863,37,3,324019,7,12,4,0,1,4,0,0,0,40,38,0
4239,37,3,80303,15,10,2,12,0,4,1,0,0,40,38,1
19773,30,3,75755,8,11,2,9,0,4,1,0,0,40,38,0
34158,55,3,240988,6,5,2,6,2,1,1,0,0,40,29,0
893,27,1,189775,2,8,4,7,3,2,0,0,0,44,38,0
39867,45,3,168283,11,9,2,7,0,4,1,0,0,40,38,0
26426,28,3,138692,9,13,2,3,0,4,1,0,0,40,38,1
5074,33,3,91666,11,9,2,6,0,4,1,0,0,40,38,0
24900,30,3,185177,9,13,2,3,0,4,1,0,0,43,38,0
25791,48,3,202117,1,7,0,7,1,4,0,0,0,34,38,0
15187,40,1,108765,11,9,2,0,5,0,0,0,0,40,38,0
2933,43,3,119297,11,9,2,7,0,4,1,0,0,40,38,0
32330,39,3,209397,11,9,0,0,4,4,0,0,0,40,38,0
29265,60,5,261119,11,9,0,2,4,4,0,0,0,40,38,0
11970,31,3,85374,11,9,4,7,1,4,1,0,0,42,38,0
47859,36,6,179488,9,13,2,10,0,4,1,7298,0,55,38,1
28022,37,3,200374,9,13,2,11,0,4,1,0,1902,40,38,1
1129,28,1,134771,9,13,4,9,3,4,0,0,0,55,38,0
731,42,3,187322,0,6,2,11,0,4,1,0,0,45,38,0
11110,44,3,180383,15,10,2,5,0,4,1,0,0,60,38,0
30329,47,3,169549,11,9,2,2,0,4,1,0,0,40,38,1
3084,54,3,175339,11,9,2,11,0,4,1,0,0,50,38,0
7297,25,3,399117,4,3,2,7,0,4,1,0,0,40,25,0
37356,33,3,176673,11,9,4,6,1,2,0,0,0,40,38,0
31926,33,3,172498,15,10,0,5,3,4,1,0,0,40,38,0
2795,51,4,274948,15,10,2,2,0,4,1,0,0,60,38,0
25363,73,6,96262,11,9,6,0,1,4,0,0,0,40,38,0
7601,45,0,187510,12,14,2,9,0,4,1,0,0,40,38,1
798,25,3,143062,9,13,4,7,3,4,0,2463,0,30,38,0
22616,46,3,141483,11,9,2,11,5,4,0,0,0,40,38,0
17118,41,3,180572,9,13,0,9,1,4,0,0,0,50,38,1
42709,34,3,94413,15,10,2,5,0,4,1,0,0,40,38,0
178,33,4,154227,11,9,2,11,0,4,1,0,0,50,38,1
17558,67,3,171584,9,13,2,10,0,4,1,6514,0,7,38,1
13798,41,3,176716,9,13,2,9,0,4,1,0,1902,40,38,1
17174,37,3,183800,9,13,2,9,0,4,1,7688,0,50,38,1
32567,39,3,35890,7,12,2,6,0,4,1,0,0,40,38,0
27777,22,3,279041,15,10,4,5,3,2,1,0,0,10,38,0
32966,59,3,38573,15,10,2,3,0,4,1,0,0,40,38,1
24648,53,3,151580,15,10,2,9,0,4,1,15024,0,40,38,1
29769,23,3,206129,8,11,4,2,4,2,0,0,0,40,38,0
16932,24,3,556660,11,9,4,3,2,4,1,4101,0,50,38,0
12940,42,3,188561,9,13,2,9,0,4,1,0,0,40,38,0
23849,26,3,28856,9,13,4,12,1,4,0,0,0,40,38,0
11772,30,3,83066,11,9,2,13,0,2,1,0,0,30,38,0
38498,53,5,159876,11,9,2,2,0,2,1,3103,0,72,38,0
4616,37,1,175979,9,13,0,9,2,4,0,0,0,60,38,0
15103,44,3,56651,7,12,2,6,0,4,1,0,0,42,38,0
7533,55,3,250149,15,10,2,9,0,4,1,0,0,40,38,1
66,41,4,445382,7,12,2,2,0,4,1,15024,0,60,38,1
48110,39,3,206520,11,9,4,0,1,4,1,0,0,45,38,0
37480,35,3,172571,9,13,2,9,0,4,1,0,0,50,38,0
21598,37,3,227128,4,3,2,2,0,4,1,0,0,40,38,0
15689,41,3,425444,9,13,2,9,5,4,0,15024,0,50,38,1
46258,45,1,61885,12,14,2,9,0,4,1,0,0,37,38,1
5033,35,3,187022,11,9,0,9,1,4,1,0,0,40,38,0
39683,23,3,65481,11,9,2,6,5,4,0,0,0,40,38,1
35340,53,3,132304,11,9,0,6,1,4,0,0,0,40,33,0
47036,50,1,308764,11,9,6,13,4,4,0,0,0,40,38,0
20225,43,3,421837,15,10,2,6,0,4,1,0,0,40,25,0
17006,43,3,177937,9,13,4,9,1,4,1,0,0,40,38,1
9873,62,3,216765,9,13,2,9,0,4,1,0,0,40,38,1
38990,21,3,189749,15,10,4,11,3,4,1,0,0,40,38,0
787,54,3,307973,11,9,2,5,0,4,1,0,0,40,38,1
3332,26,3,316337,15,10,2,6,0,0,1,0,0,40,38,0
30966,36,3,110998,12,14,6,12,4,1,0,0,0,40,18,0
48406,55,3,165881,11,9,2,3,0,4,1,0,0,40,38,1
6008,61,3,362068,7,12,2,3,0,4,1,0,0,50,38,1
24162,22,3,291386,15,10,4,0,1,4,0,0,0,40,38,0
8334,63,3,195540,8,11,0,3,1,2,1,0,1408,40,38,0
47484,18,3,89760,2,8,4,7,3,4,0,0,0,20,38,0
6297,45,1,45501,9,13,4,9,1,4,0,0,0,50,38,0
32264,26,3,181666,15,10,2,6,5,4,0,0,0,40,38,0
1191,24,3,174845,11,9,4,0,1,4,0,0,0,40,38,0
515,63,3,156120,4,3,4,8,1,4,0,0,0,50,38,0
30734,20,3,38620,15,10,4,7,3,4,1,0,0,20,38,0
30024,32,3,193231,11,9,2,2,0,4,1,0,0,40,38,0
37244,24,3,154373,11,9,2,9,5,4,0,0,0,25,38,0
27223,63,1,152163,11,9,2,10,0,4,1,0,0,40,38,0
21435,28,3,263728,9,13,2,2,0,4,1,0,0,40,38,0
23283,35,6,49352,15,10,4,0,3,4,0,0,0,38,38,0
1001,49,3,111558,11,9,2,0,5,4,0,0,1977,25,38,1
14622,26,0,76491,9,13,4,9,1,4,1,0,0,55,38,0
18982,34,3,92682,11,9,4,0,1,4,0,4865,0,40,38,0
17898,26,3,310907,15,10,2,3,5,4,0,0,0,35,38,0
6191,37,3,296212,11,9,5,5,1,4,1,0,0,48,38,0
14175,35,3,130540,12,14,4,9,3,4,1,0,1564,40,38,1
40005,31,3,264864,11,9,2,6,5,0,0,0,0,40,38,0
5753,59,3,112798,11,9,0,9,4,4,0,0,0,60,38,0
34836,30,3,144593,11,9,4,7,1,2,1,0,0,40,38,0
40581,41,6,283917,8,11,2,9,0,4,1,0,0,35,38,1
41004,34,3,108454,15,10,2,3,0,4,1,0,0,45,38,0
16252,60,3,117909,8,11,2,9,0,4,1,7688,0,40,38,1
24920,31,3,200192,11,9,0,0,1,4,0,0,0,40,10,0
15905,73,3,573446,15,10,2,9,0,4,1,0,0,15,38,0
1462,69,3,188643,11,9,6,0,1,4,0,0,1429,30,38,0
24299,30,3,177522,11,9,2,0,3,4,0,0,0,20,38,0
18255,33,3,217235,11,9,2,11,0,4,1,0,0,20,38,0
37344,64,6,111795,9,13,2,2,0,4,1,0,0,45,38,1
27464,40,3,187376,15,10,2,11,0,4,1,0,0,60,38,1
44221,35,3,148015,9,13,4,11,3,2,0,0,0,40,38,0
7349,60,3,224277,9,13,0,3,4,4,0,0,0,40,38,1
4818,38,3,194809,15,10,0,9,3,4,0,0,0,40,38,0
220,34,3,162312,9,13,2,0,0,1,1,0,0,40,29,0
26337,18,3,79990,1,7,4,9,3,4,1,0,0,35,38,0
43393,48,4,38240,11,9,2,4,0,4,1,0,0,40,38,1
12632,56,3,258579,12,14,2,3,0,4,1,0,0,50,38,1
19937,43,3,245842,11,9,2,6,0,4,1,0,0,44,25,0
27773,30,3,148524,11,9,2,13,0,4,1,0,2057,40,38,0
4603,22,3,186383,11,9,2,8,5,4,0,0,0,40,38,0
37016,37,6,76767,14,15,2,9,5,4,0,0,0,39,38,1
22499,30,5,523095,15,10,4,2,1,4,1,0,0,45,38,0
39255,32,3,239659,15,10,5,6,4,2,0,0,0,70,38,0
7036,46,3,334421,9,13,0,11,4,1,0,0,0,40,2,0
42224,19,3,277695,13,1,4,4,1,4,1,0,0,36,16,0
5650,30,3,110083,8,11,4,2,1,4,0,0,0,40,38,0
28311,45,3,217654,15,10,2,5,0,4,1,0,0,40,10,1
17632,32,4,199765,9,13,2,2,0,4,1,7688,0,50,38,1
45054,21,3,123983,15,10,4,9,2,1,1,0,0,10,39,0
47858,66,3,357750,1,7,6,9,1,2,0,0,0,40,38,0
29863,26,3,98155,11,9,2,3,0,4,1,0,0,40,38,0
2881,23,3,83315,0,6,2,5,0,4,1,0,0,10,38,0
18061,38,3,31033,9,13,2,11,0,4,1,7298,0,40,38,1
42058,67,3,105252,12,14,2,3,0,4,1,0,0,40,38,1
22444,25,3,391192,15,10,4,11,3,4,1,0,0,24,38,0
901,37,3,112158,11,9,2,2,0,4,1,7688,0,99,38,1
18981,56,5,157486,0,6,0,11,3,4,1,0,0,40,38,0
39932,57,3,170411,9,13,2,10,0,4,1,0,0,40,38,1
34949,23,3,148709,11,9,2,0,2,4,0,0,0,35,38,0
8488,53,1,229259,7,12,2,12,0,4,1,0,0,45,38,1
42481,30,3,342709,11,9,2,5,0,4,1,0,0,40,38,0
30232,30,3,160634,8,11,4,2,3,4,1,0,0,40,38,1
23464,21,3,176262,15,10,4,3,3,4,0,0,0,30,38,0
8219,35,3,241306,11,9,2,6,0,4,1,5013,0,40,38,0
1627,25,3,306908,11,9,2,6,0,4,1,0,0,40,38,0
6772,53,3,170050,15,10,4,3,1,4,1,0,0,40,38,0
12021,56,3,141076,11,9,0,9,1,2,0,3674,0,40,38,0
14678,41,3,143003,12,14,2,12,0,1,1,0,1887,45,2,1
11440,51,3,914061,11,9,0,2,1,4,1,0,0,50,38,0
43766,28,3,269246,1,7,2,4,0,4,1,0,0,40,38,0
46120,73,3,147551,15,10,2,9,0,4,1,0,2174,50,38,1
28967,63,3,187919,1,7,2,7,0,4,1,0,0,30,38,0
40025,55,3,170994,11,9,4,9,1,4,0,0,0,40,38,0
2580,38,3,219757,11,9,2,13,0,4,1,0,0,40,38,0
40734,40,4,218558,9,13,2,3,0,4,1,0,0,45,38,1
46038,19,6,135162,15,10,4,0,3,4,0,0,0,10,38,0
34924,33,0,26543,8,11,2,12,0,4,1,0,0,40,38,1
4340,58,3,159008,9,13,2,9,0,4,1,0,1887,40,38,1
45038,36,3,108997,11,9,0,0,4,4,0,0,0,40,38,0
42330,21,3,216129,11,9,4,7,3,4,1,0,0,35,38,0
35461,82,3,42435,0,6,6,9,1,4,1,0,0,20,38,0
18771,36,3,104772,11,9,0,2,4,4,1,0,0,48,38,0
1073,62,3,499971,1,7,6,5,1,2,0,0,0,40,38,0
21638,36,3,228190,11,9,2,5,0,2,1,0,0,20,38,0
17065,40,3,237601,9,13,4,11,1,3,0,0,0,55,38,1
37298,33,5,199539,11,9,2,13,0,4,1,0,0,65,38,0
29351,35,6,89040,9,13,2,3,0,4,1,0,0,40,38,1
32626,68,3,186350,11,9,6,3,1,4,0,0,0,10,38,1
3159,52,3,148509,0,6,3,9,2,1,1,0,0,45,38,0
38353,36,3,166606,1,7,2,2,0,4,1,0,0,40,38,0
35755,56,3,247337,9,13,2,9,0,4,1,0,0,50,38,1
21292,38,5,203836,4,3,4,13,1,4,1,0,0,40,38,0
34650,32,1,161478,9,13,0,0,4,1,0,0,0,46,38,0
21398,22,3,124971,9,13,4,11,1,4,1,0,0,40,38,0
31334,32,3,309513,11,9,2,2,0,4,1,0,0,50,38,0
18324,27,5,208406,9,13,2,3,0,4,1,0,0,60,38,1
19680,53,3,374588,11,9,2,13,0,2,1,0,0,60,38,0
5974,21,3,316184,11,9,4,7,2,2,1,0,0,40,38,0
3729,56,3,68080,11,9,4,4,1,4,1,0,0,50,38,1
490,39,3,195843,8,11,4,6,3,4,1,0,0,40,38,0
22092,31,3,134613,8,11,2,3,5,2,0,0,0,43,38,0
33949,44,1,387844,2,8,2,5,0,4,1,0,0,40,38,0
1375,51,3,117700,15,10,2,0,5,4,0,0,0,40,38,0
37782,81,3,177408,11,9,2,3,0,4,1,0,2377,26,38,1
31658,39,3,147548,11,9,2,2,0,4,1,0,0,40,38,0
17010,65,5,118474,1,7,2,3,0,4,1,9386,0,59,38,1
4758,31,5,206609,0,6,4,13,1,4,1,0,2205,60,38,0
30341,34,3,46144,15,10,0,5,4,4,0,0,0,40,38,0
10304,50,3,330543,13,1,2,7,0,4,1,0,0,40,25,0
6040,37,3,203828,11,9,0,6,4,4,1,0,0,40,38,0
28756,38,0,137953,11,9,2,0,0,4,1,0,0,45,38,0
2841,31,3,168961,11,9,2,2,0,1,1,0,0,40,38,0
36948,33,3,424719,9,13,0,3,1,4,0,0,0,40,38,0
36854,22,3,203182,15,10,5,11,4,4,0,0,0,43,38,0
46565,66,6,132055,11,9,2,3,0,4,1,0,1825,40,38,1
2887,23,3,374474,11,9,4,7,3,4,0,0,0,35,38,0
8876,38,3,150057,12,14,2,2,0,4,1,0,0,50,30,0
20923,21,3,315065,5,4,4,7,2,4,1,0,0,48,25,0
23067,39,3,114079,7,12,4,2,1,4,1,0,0,40,38,0
39439,19,3,266255,11,9,4,11,3,4,0,0,0,40,38,0
14997,68,3,182574,15,10,6,0,1,4,0,991,0,29,38,0
22837,55,3,116878,10,16,2,9,0,4,1,15024,0,30,38,1
41979,46,3,110171,12,14,2,9,0,4,1,15024,0,50,38,1
17750,40,3,228535,7,12,2,9,0,4,1,7298,0,36,38,1
46179,53,3,152657,0,6,2,2,0,2,1,0,0,40,38,0
19023,42,3,358677,11,9,0,7,4,2,1,0,0,35,38,0
17575,36,3,113397,11,9,2,5,0,4,1,0,0,40,38,0
5602,42,3,138872,11,9,2,13,0,4,1,0,0,99,38,0
32894,53,3,177647,9,13,0,3,4,4,1,0,0,40,38,0
13921,37,6,157641,15,10,4,10,1,4,0,0,0,30,38,0
5730,56,5,306633,8,11,2,9,0,4,1,0,0,40,38,0
14745,27,3,31493,9,13,2,12,0,4,1,0,0,30,38,0
5296,39,3,108943,1,7,0,7,4,4,0,0,0,40,38,0
13851,38,4,66687,11,9,2,3,0,4,1,5178,0,50,31,1
44419,33,3,289046,11,9,0,9,1,2,1,0,1741,40,38,0
17696,28,6,73211,15,10,2,0,0,1,1,0,0,20,38,0
25274,39,3,67136,8,11,5,0,1,1,1,0,0,40,38,0
28379,35,3,120074,11,9,2,9,0,4,1,0,0,30,38,0
20918,40,5,209833,15,10,2,2,0,4,1,0,0,60,38,0
40437,35,3,161637,10,16,2,9,0,1,1,0,1902,40,35,1
6869,69,3,214923,14,15,2,9,0,4,1,0,0,35,38,1
21042,32,0,127651,9,13,2,9,0,4,1,0,0,40,38,1
9943,51,3,135388,2,8,6,6,1,4,1,0,1564,40,38,1
9643,53,3,228752,11,9,5,6,1,2,0,0,0,40,38,0
14892,34,4,513977,11,9,0,2,1,2,1,0,0,50,38,0
29709,25,3,231638,11,9,4,0,3,4,0,0,0,40,38,0
39661,33,3,138667,11,9,2,0,0,4,1,0,0,50,38,1
39449,22,3,54825,11,9,4,11,1,4,1,0,0,40,38,0
38196,37,3,99374,0,6,2,13,0,4,1,0,0,55,38,0
9190,38,3,181705,8,11,2,3,0,4,1,0,0,40,38,0
46905,35,3,98389,15,10,4,9,4,4,1,0,0,10,38,0
21650,30,3,1184622,15,10,2,13,0,2,1,0,0,35,38,0
3786,38,3,237091,15,10,3,7,4,4,0,0,0,36,28,0
34552,45,4,142719,11,9,2,11,0,4,1,0,0,40,38,0
29809,48,3,38950,9,13,2,3,0,4,1,15024,0,50,38,1
39884,21,3,202373,8,11,4,2,3,2,1,0,0,40,38,0
4683,35,3,309131,11,9,2,13,0,4,1,0,0,40,38,0
4270,71,3,161027,12,14,2,9,0,4,1,0,0,8,38,1
32113,60,6,234854,10,16,2,9,0,4,1,0,1902,40,38,1
34806,25,3,336440,15,10,4,7,1,4,1,0,0,40,38,0
20425,52,3,114062,11,9,0,2,4,4,0,0,0,40,38,0
42049,19,3,236879,15,10,4,3,3,4,0,0,0,35,38,0
19281,31,3,259931,5,4,2,6,0,4,1,0,0,40,38,0
47227,31,3,57781,11,9,0,0,4,4,0,0,0,50,38,0
43915,24,6,257621,9,13,4,9,1,4,0,0,0,20,38,0
40644,28,3,31493,9,13,4,2,3,4,1,0,0,40,38,1
3340,43,3,311534,15,10,2,2,0,4,1,0,0,44,38,1
42895,36,4,337778,15,10,2,3,0,4,1,0,0,60,40,1
19037,43,1,147328,12,14,2,3,0,4,1,0,1977,60,38,1
32230,41,3,277488,5,4,2,4,0,4,1,0,0,36,38,0
38679,39,6,122011,12,14,2,9,5,4,0,5178,0,38,38,1
14287,22,3,215074,15,10,2,7,0,0,1,0,0,40,38,0
41863,44,3,128676,15,10,4,0,1,2,0,0,0,40,38,0
41282,20,3,197997,15,10,4,9,3,4,1,0,0,40,38,0
2031,40,3,171888,9,13,2,9,5,4,0,0,0,24,38,1
21473,32,3,207668,9,13,2,3,0,4,1,15024,0,45,38,1
17197,43,3,158926,12,14,2,9,5,1,0,0,0,50,34,0
7235,42,6,884434,15,10,5,9,4,2,0,0,0,40,38,0
12755,28,3,126135,15,10,4,4,1,4,0,0,0,40,38,0
15327,42,1,69758,7,12,0,10,1,1,1,0,0,48,38,1
30951,22,3,215395,11,9,4,13,1,4,1,0,0,37,38,0
20590,58,3,142158,11,9,6,9,1,4,0,0,0,12,38,0
29850,19,3,291509,2,8,4,9,3,4,1,0,0,28,38,0
1079,81,3,184615,5,4,6,6,4,4,0,1264,0,40,38,0
18610,32,3,236770,15,10,0,11,1,4,1,0,0,50,38,0
45953,33,5,80933,11,9,2,13,0,4,1,0,0,60,38,0
28091,33,3,207937,11,9,4,2,1,4,1,0,1092,40,38,0
27281,20,3,216825,11,9,4,11,3,4,0,0,0,25,25,0
38417,25,3,144301,15,10,4,11,3,4,1,0,0,42,38,0
27672,58,3,147653,15,10,2,9,5,4,0,0,0,36,38,0
26026,19,3,29510,15,10,4,7,3,4,0,0,0,20,38,0
14318,39,3,205997,15,10,2,11,5,4,0,0,0,21,38,0
28805,37,5,150993,1,7,2,13,0,4,1,0,0,45,38,0
14506,32,5,399088,9,13,0,9,1,4,0,0,1340,45,38,0
36630,44,1,31251,5,4,0,5,1,4,1,0,0,40,38,0
2936,21,6,82847,15,10,4,3,1,4,0,0,0,38,38,0
3917,35,1,246463,9,13,0,9,1,4,1,0,0,50,38,0
30063,44,3,205474,9,13,2,11,0,4,1,0,0,40,38,1
34457,24,3,235894,11,9,2,2,0,4,1,0,0,40,38,0
26299,45,3,162494,11,9,4,11,3,4,0,0,0,19,38,0
28112,48,3,160647,15,10,4,3,1,4,0,0,0,40,20,1
44492,20,3,333843,11,9,4,0,3,4,0,0,0,40,38,0
33073,31,3,187901,15,10,4,11,1,4,0,0,1504,40,38,0
36824,31,3,136398,10,16,2,9,0,1,1,0,0,50,36,1
43630,52,3,222405,11,9,2,11,0,2,1,0,2377,40,38,0
9837,33,3,261943,0,6,2,6,0,4,1,0,0,40,12,0
9706,20,3,152189,11,9,4,2,3,4,1,0,0,40,38,0
35081,17,3,186890,0,6,2,11,3,4,0,0,0,30,38,0
30720,28,3,249362,1,7,2,13,0,4,1,0,0,50,38,0
26027,42,6,105804,1,7,2,4,0,4,1,0,0,40,38,0
14308,25,3,308144,9,13,4,2,1,4,1,0,0,40,25,0
34581,45,6,101299,10,16,2,9,0,4,1,0,0,40,38,1
19880,40,3,97688,15,10,2,12,0,4,1,0,0,48,38,1
41798,27,3,204098,0,6,4,2,1,4,1,0,0,30,38,0
2062,20,3,236804,15,10,4,11,3,4,1,0,0,15,38,0
6470,38,3,98776,15,10,2,0,0,4,1,0,0,40,38,1
17400,53,3,288020,9,13,2,9,0,1,1,0,0,40,23,0
6477,38,5,203988,10,16,2,9,0,4,1,99999,0,55,38,1
38220,20,3,181761,11,9,4,0,3,4,0,0,0,40,38,0
11279,43,4,303211,11,9,4,3,3,4,1,0,0,40,38,0
29831,49,3,135643,11,9,6,2,4,1,0,0,0,40,34,0
16940,43,3,174524,11,9,2,6,0,4,1,0,0,40,38,1
29122,52,3,159670,7,12,2,3,0,4,1,0,0,40,38,0
42674,33,1,365908,11,9,2,7,0,2,1,2105,0,40,38,0
48699,26,3,48280,9,13,4,9,1,4,0,0,0,40,38,0
37038,17,3,151141,0,6,4,9,3,4,1,0,0,30,38,0
8531,38,5,187098,12,14,4,9,1,4,0,0,0,48,38,0
20470,67,5,141797,5,4,2,3,0,4,1,0,0,40,38,0
23047,71,3,205011,15,10,2,9,0,4,1,0,0,10,38,0
9095,20,3,171156,15,10,4,11,4,4,0,0,0,35,38,0
19522,41,3,223062,15,10,5,7,1,2,1,0,0,40,38,0
44938,46,3,465974,1,7,4,13,3,4,1,0,0,30,38,0
32092,22,3,54560,11,9,4,7,3,4,1,0,0,40,38,0
16972,24,3,140027,15,10,4,6,3,2,0,0,0,45,38,0
36133,45,3,167523,11,9,2,13,0,4,1,0,2179,45,38,0
5515,34,3,203784,1,7,2,9,0,4,1,0,0,40,38,0
11781,28,3,61523,11,9,0,3,1,4,1,0,0,55,38,0
8226,65,0,190160,15,10,6,0,1,4,1,0,1944,20,30,0
15310,31,4,162442,12,14,4,11,3,4,0,27828,0,40,38,1
24604,47,3,197702,15,10,2,2,0,4,1,0,0,40,38,0
35163,43,3,462180,14,15,2,9,0,4,1,99999,0,60,38,1
5506,41,4,153078,11,9,2,3,0,1,1,0,1887,70,34,1
26478,42,3,113147,7,12,2,9,0,2,1,0,0,40,38,0
924,29,3,189565,11,9,0,10,3,4,1,0,0,40,38,0
40902,64,3,116084,11,9,2,2,0,4,1,2635,0,40,38,0
12070,34,3,24361,9,13,4,9,1,4,0,0,0,40,38,0
11706,49,3,99340,4,3,5,6,4,4,0,0,0,40,5,0
41439,55,3,171467,11,9,0,2,4,2,1,0,0,48,38,1
35892,39,3,70240,15,10,2,11,5,1,0,0,0,40,29,0
22057,34,3,195860,11,9,2,2,0,4,1,0,0,40,38,0
30916,27,6,280618,12,14,4,9,1,4,1,0,0,40,38,0
19158,56,3,250873,1,7,2,2,0,4,1,0,0,45,38,0
40388,59,3,100313,11,9,2,3,0,4,1,0,1887,40,38,1
6559,40,3,27766,12,14,2,11,0,4,1,0,0,40,38,0
43670,45,6,264052,11,9,2,2,0,4,1,0,0,40,38,0
41913,46,3,186172,9,13,2,9,0,4,1,3103,0,40,38,1
12720,50,3,185846,11,9,2,13,0,4,1,3103,0,40,38,1
42614,18,3,156950,11,9,4,0,3,4,1,0,0,35,38,0
45597,50,3,146325,11,9,2,2,0,4,1,0,0,44,38,1
41183,61,3,202106,11,9,2,9,0,4,1,0,1902,40,38,1
9627,39,3,215981,15,10,2,11,0,4,1,0,0,40,38,1
5798,59,3,254593,9,13,2,11,0,4,1,0,0,55,38,1
28557,21,3,180339,8,11,4,4,1,4,0,0,1602,30,38,0
22366,56,3,229525,6,5,2,13,0,2,1,0,0,40,38,0
38650,32,6,111363,14,15,2,9,0,4,1,0,0,75,38,1
9782,63,0,31115,15,10,2,3,0,4,1,15024,0,40,38,1
27832,28,3,197484,11,9,4,5,3,4,1,0,0,40,38,0
26025,32,3,236543,2,8,2,2,2,4,1,0,0,40,25,0
18565,29,3,40083,10,16,4,9,1,4,1,0,0,40,1,0
19627,27,3,58654,8,11,5,0,4,4,0,0,0,40,38,0
17857,38,5,257250,11,9,4,4,1,4,1,0,0,52,38,0
38871,39,3,103260,9,13,2,2,5,4,0,0,0,30,38,1
39516,19,3,104844,15,10,4,11,3,4,0,0,0,15,38,0
29793,62,1,197218,11,9,6,7,1,4,0,0,0,18,38,0
27843,41,3,221172,9,13,2,2,0,4,1,0,0,40,38,1
13009,52,5,193116,5,4,2,2,0,4,1,0,0,20,25,0
41850,59,5,144071,4,3,2,7,0,4,1,2580,0,15,7,0
43175,61,3,162432,15,10,0,7,1,4,0,0,0,40,38,0
48678,41,3,185660,11,9,5,0,4,4,0,0,0,40,38,0
31097,39,3,165235,9,13,5,9,4,1,0,0,0,40,29,1
15966,27,3,165412,11,9,4,0,3,4,1,0,0,20,38,0
45649,49,0,233059,8,11,2,2,0,4,1,0,0,40,38,0
25785,29,3,349154,0,6,5,4,4,4,0,0,0,40,12,0
38308,25,3,189850,15,10,4,6,3,2,1,0,0,40,38,0
33189,58,0,208640,9,13,2,3,0,4,1,0,0,40,38,1
26347,27,3,191782,11,9,4,7,2,2,0,0,0,30,38,0
18690,27,3,387776,15,10,4,7,3,4,1,0,0,40,38,0
24849,45,3,377757,6,5,2,13,0,4,1,0,0,40,38,0
16555,30,3,70377,11,9,0,9,3,4,0,0,0,40,38,0
3956,30,3,398019,3,2,5,8,2,4,0,0,0,30,25,0
5606,49,3,186256,15,10,2,9,0,4,1,5013,0,30,38,0
47927,34,3,264651,11,9,2,6,0,4,1,0,0,40,38,1
24846,19,3,217769,15,10,4,9,3,4,0,594,0,10,38,0
34493,20,3,88231,15,10,4,0,1,4,0,0,0,40,38,0
1184,54,3,74660,9,13,0,9,4,4,1,0,0,40,1,1
26140,43,5,355856,9,13,2,3,0,1,1,0,0,50,29,0
42742,27,3,300783,15,10,2,11,5,4,0,0,0,42,38,1
43106,49,5,43348,10,16,4,9,1,4,1,99999,0,70,38,1
33672,21,3,85733,15,10,4,9,3,4,0,0,0,40,38,0
19878,23,3,191444,11,9,4,9,3,4,1,0,0,40,38,0
8346,47,3,80451,5,4,2,9,0,4,1,0,0,40,38,0
7797,39,3,266960,15,10,0,6,1,4,0,0,0,25,38,0
47143,55,5,105582,12,14,2,11,0,4,1,2228,0,50,38,0
6089,48,3,250648,12,14,2,9,0,4,1,0,0,35,38,1
2080,18,3,105854,11,9,4,2,2,3,1,0,0,32,38,0
40696,54,6,137065,10,16,4,3,1,4,0,0,0,40,38,1
45452,45,1,168191,9,13,2,2,0,4,1,0,0,35,38,1
7933,64,3,239450,12,14,2,9,0,4,1,0,0,45,38,1
10846,35,6,223725,7,12,2,9,0,4,1,0,0,65,38,0
12177,34,3,38223,8,11,2,2,0,4,1,0,0,40,38,0
9316,28,3,86268,11,9,4,3,3,4,0,0,0,40,38,0
24594,20,3,172232,11,9,4,0,3,4,1,0,0,48,38,0
11927,53,0,314871,15,10,5,0,1,2,0,0,0,40,38,0
9927,57,6,344381,15,10,2,9,0,1,1,7688,0,75,38,1
7211,50,3,123429,11,9,2,13,0,4,1,0,0,40,38,1
21061,49,3,65087,12,14,2,3,0,4,1,15024,0,50,38,1
6533,77,3,183781,11,9,6,2,4,4,0,0,0,5,38,0
5209,23,3,115458,15,10,2,11,0,4,1,0,0,40,38,0
35414,69,3,323016,9,13,2,9,0,4,1,99999,0,40,38,1
10073,54,0,151135,9,13,2,3,0,4,1,0,0,40,38,1
8448,28,3,142712,9,13,2,3,0,4,1,0,1902,57,38,1
39164,48,3,143299,11,9,4,6,1,2,1,0,0,40,38,0
34246,53,3,153052,11,9,2,2,0,4,1,0,0,40,38,1
28926,18,3,338836,11,9,4,7,3,4,1,0,0,20,38,0
692,41,3,191547,12,14,2,3,0,4,1,99999,0,55,38,1
30225,38,4,187411,11,9,2,3,0,4,1,0,0,40,38,1
45026,35,3,589809,15,10,4,3,1,4,1,13550,0,60,38,1
39133,19,3,184710,15,10,4,12,3,4,1,0,0,30,38,0
46204,55,1,176046,12,14,2,9,5,4,0,0,2267,40,38,0
7370,45,3,174127,15,10,4,6,3,4,1,0,0,40,38,0
34069,27,3,204648,8,11,4,6,4,2,0,0,0,40,38,0
7837,37,3,196373,11,9,2,2,0,4,1,0,0,40,38,1
36483,34,5,321709,7,12,4,9,1,4,0,0,0,25,38,0
45344,45,5,162923,11,9,2,2,0,4,1,0,0,60,38,0
24495,66,3,217198,11,9,2,5,0,4,1,0,0,10,38,0
28633,52,3,169182,6,5,6,7,1,4,0,0,0,25,32,0
5037,58,3,219504,2,8,0,13,4,2,1,0,0,45,38,1
